0	0.500000	2
200	0.000000	100
400	0.000000	100
600	0.000000	100
800	0.000000	100
1000	0.000000	100
1200	0.000000	100
1400	0.000000	100
1600	0.000000	100
1800	0.000000	100
2000	0.000000	100
2200	0.000000	100
2400	0.000000	100
2600	0.000000	100
2800	0.000000	100
3000	0.000000	100
3200	0.000000	100
3400	0.000000	100
3600	0.000000	100
3800	0.000000	100
4000	0.000000	100
4200	0.000000	100
4400	0.000000	100
4600	0.000000	100
4800	0.000000	100
5000	0.000000	100
5200	0.000000	100
5400	0.000000	100
5600	0.000000	100
5800	0.000000	100
6000	0.000000	100
6200	0.000000	100
6400	0.000000	100
6600	0.000000	100
6800	0.000000	100
7000	0.000000	100
7200	0.000000	100
7400	0.000000	100
7600	0.000000	100
7800	0.000000	100
8000	0.000000	100
8200	0.000000	100
8400	0.000000	100
8600	0.000000	100
8800	0.000000	100
9000	0.000000	100
9200	0.000000	100
9400	0.000000	100
9600	0.000000	100
9800	0.000000	100
10000	0.000000	100
10200	0.000000	100
10400	0.000000	100
10600	0.000000	100
10800	0.000000	100
11000	0.000000	100
11200	0.000000	100
