0	3.486287e-04
200	2.765214e+01
400	1.811960e+01
600	2.596135e+01
800	0.000000e+00
1000	0.000000e+00
1200	0.000000e+00
1400	0.000000e+00
1600	0.000000e+00
1800	0.000000e+00
2000	0.000000e+00
2200	0.000000e+00
2400	0.000000e+00
2600	0.000000e+00
2800	0.000000e+00
3000	0.000000e+00
3200	0.000000e+00
3400	0.000000e+00
3600	0.000000e+00
3800	0.000000e+00
4000	0.000000e+00
4200	0.000000e+00
4400	0.000000e+00
4600	0.000000e+00
4800	0.000000e+00
5000	0.000000e+00
5200	0.000000e+00
5400	0.000000e+00
5600	0.000000e+00
5800	0.000000e+00
6000	0.000000e+00
6200	0.000000e+00
6400	0.000000e+00
6600	0.000000e+00
6800	0.000000e+00
7000	0.000000e+00
7200	0.000000e+00
7400	0.000000e+00
7600	0.000000e+00
7800	0.000000e+00
8000	0.000000e+00
8200	0.000000e+00
8400	0.000000e+00
8600	0.000000e+00
8800	0.000000e+00
9000	0.000000e+00
9200	0.000000e+00
9400	0.000000e+00
9600	0.000000e+00
9800	0.000000e+00
10000	0.000000e+00
10200	0.000000e+00
10400	0.000000e+00
10600	0.000000e+00
10800	0.000000e+00
11000	0.000000e+00
11200	0.000000e+00
